"0,00E+00","-7,26E-01","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","-6,74E-01","0,00E+00","0,00E+00","0,00E+00","0,00E+00","6,50E-01","0,00E+00","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","8,51E-03","-6,94E-01","0,00E+00","0,00E+00","0,00E+00","1,33E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","8,42E-03","3,72E+00","0,00E+00","0,00E+00","0,00E+00","1,33E+00","6,47E-01","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","8,42E-03","4,40E+00","-6,83E-01","0,00E+00","0,00E+00","1,33E+00","1,33E+00","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","8,33E-03","-3,47E-02","-7,17E-01","0,00E+00","0,00E+00","1,31E+00","1,32E+00","5,99E-01","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","8,42E-03","-3,47E-02","1,83E-03","-7,19E-01","0,00E+00","1,31E+00","1,32E+00","1,32E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","8,33E-03","-3,47E-02","1,83E-03","-7,00E-01","0,00E+00","1,31E+00","1,31E+00","1,31E+00","6,13E-01","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","8,33E-03","-3,47E-02","1,83E-03","1,83E-04","-6,85E-01","1,31E+00","1,31E+00","1,31E+00","1,31E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","8,33E-03","-3,47E-02","1,83E-03","1,83E-04","-6,22E-01","1,30E+00","1,31E+00","1,31E+00","1,31E+00","6,87E-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","8,33E-03","-3,47E-02","1,83E-03","1,83E-04","-3,66E-04","1,30E+00","1,31E+00","1,31E+00","1,31E+00","1,31E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6,46E+00","7,26E-01","-0,00E+00","-0,00E+00","-0,00E+00","-0,00E+00","-0,00E+00","-0,00E+00","-0,00E+00","-0,00E+00","-0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4,19E+00","6,74E-01","-0,00E+00","-0,00E+00","-0,00E+00","-0,00E+00","-6,50E-01","-0,00E+00","-0,00E+00","-0,00E+00","-0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4,40E+00","-8,51E-03","6,94E-01","-0,00E+00","-0,00E+00","-0,00E+00","-1,33E+00","-0,00E+00","-0,00E+00","-0,00E+00","-0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,89E+00","-8,42E-03","-3,72E+00","-0,00E+00","-0,00E+00","-0,00E+00","-1,33E+00","-6,47E-01","-0,00E+00","-0,00E+00","-0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,90E+00","-8,42E-03","-4,40E+00","6,83E-01","-0,00E+00","-0,00E+00","-1,33E+00","-1,33E+00","-0,00E+00","-0,00E+00","-0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,09E+00","-8,33E-03","3,47E-02","7,17E-01","-0,00E+00","-0,00E+00","-1,31E+00","-1,32E+00","-5,99E-01","-0,00E+00","-0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,17E+00","-8,42E-03","3,47E-02","-1,83E-03","7,19E-01","-0,00E+00","-1,31E+00","-1,32E+00","-1,32E+00","-0,00E+00","-0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,46E+00","-8,33E-03","3,47E-02","-1,83E-03","7,00E-01","-0,00E+00","-1,31E+00","-1,31E+00","-1,31E+00","-6,13E-01","-0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,54E+00","-8,33E-03","3,47E-02","-1,83E-03","-1,83E-04","6,85E-01","-1,31E+00","-1,31E+00","-1,31E+00","-1,31E+00","-0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,21E-01","-8,33E-03","3,47E-02","-1,83E-03","-1,83E-04","6,22E-01","-1,30E+00","-1,31E+00","-1,31E+00","-1,31E+00","-6,87E-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,83E-01","-8,33E-03","3,47E-02","-1,83E-03","-1,83E-04","3,66E-04","-1,30E+00","-1,31E+00","-1,31E+00","-1,31E+00","-1,31E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","1,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","0,00E+00","1,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","0,00E+00","0,00E+00","1,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","0,00E+00","0,00E+00","0,00E+00","1,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","1,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","1,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","1,00E+00","0,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","1,00E+00","0,00E+00","0,00E+00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
