-7.255554199218698930e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-6.735534667968702260e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;6.499169032506052490e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
8.514404296874939285e-03;-6.941993637839432019e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.331542260523587817e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
8.422851562499941019e-03;3.718763294786020079e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.327711709030951592e+00;6.469726562499994449e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
8.422851562499941019e-03;4.395588789835436216e+00;-6.832580566406346589e-01;0.000000000000000000e+00;0.000000000000000000e+00;1.327924517447209185e+00;1.330566406249998890e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
8.331298828124941019e-03;-3.474773746905483046e-02;-7.172241210937602141e-01;0.000000000000000000e+00;0.000000000000000000e+00;1.314304778806725027e+00;1.316833496093748890e+00;5.987459148120120034e-01;0.000000000000000000e+00;0.000000000000000000e+00
8.422851562499941019e-03;-3.474773746905483046e-02;1.831054687500026021e-03;-7.190551757812602141e-01;0.000000000000000000e+00;1.314304778806725027e+00;1.316833496093748890e+00;1.316977247866244927e+00;0.000000000000000000e+00;0.000000000000000000e+00
8.331298828124941019e-03;-3.474773746905483046e-02;1.831054687500026021e-03;-7.003784179687599920e-01;0.000000000000000000e+00;1.308984568400285875e+00;1.311492919921873890e+00;1.311438188742433342e+00;6.129420111276054906e-01;0.000000000000000000e+00
8.331298828124941019e-03;-3.474773746905483046e-02;1.831054687500026021e-03;1.831054687500026021e-04;-6.852722167968847700e-01;1.308771759984028282e+00;1.311492919921873890e+00;1.311438188742433342e+00;1.314194770923542643e+00;0.000000000000000000e+00
8.331298828124941019e-03;-3.474773746905483046e-02;1.831054687500026021e-03;1.831054687500026021e-04;-6.216430664062588818e-01;1.304515591658877094e+00;1.306915283203123890e+00;1.307217953219529161e+00;1.309615695066666197e+00;6.874084472656244449e-01
8.331298828124941019e-03;-3.474773746905483046e-02;1.831054687500026021e-03;1.831054687500026021e-04;-3.662109375000052042e-04;1.304515591658877094e+00;1.306915283203123890e+00;1.307217953219529161e+00;1.309615695066666197e+00;1.308441162109373890e+00
7.255554199218698930e-01;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00
6.735534667968702260e-01;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-6.499169032506052490e-01;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00
-8.514404296874939285e-03;6.941993637839432019e-01;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-1.331542260523587817e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00
-8.422851562499941019e-03;-3.718763294786020079e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-1.327711709030951592e+00;-6.469726562499994449e-01;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00
-8.422851562499941019e-03;-4.395588789835436216e+00;6.832580566406346589e-01;-0.000000000000000000e+00;-0.000000000000000000e+00;-1.327924517447209185e+00;-1.330566406249998890e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00
-8.331298828124941019e-03;3.474773746905483046e-02;7.172241210937602141e-01;-0.000000000000000000e+00;-0.000000000000000000e+00;-1.314304778806725027e+00;-1.316833496093748890e+00;-5.987459148120120034e-01;-0.000000000000000000e+00;-0.000000000000000000e+00
-8.422851562499941019e-03;3.474773746905483046e-02;-1.831054687500026021e-03;7.190551757812602141e-01;-0.000000000000000000e+00;-1.314304778806725027e+00;-1.316833496093748890e+00;-1.316977247866244927e+00;-0.000000000000000000e+00;-0.000000000000000000e+00
