0,1,2,3,4,5,6,7,8,9,10
0.0,11.509554217636998,4.812535739475449,21.364902100825322,9.767729505247594,11.88273796550197,2.093788354817977,2.3172766515112464,2.4350978991746786,2.5794927410858155,1.6002886899349273
0.0,14.006355608609008,10.27581492421304,5.906312197781802,9.789402749594867,10.330890266716573,3.11274187152176,2.3481303384296863,2.9647752411999364,3.90618883681111,3.206171505863511
0.0,14.414723149170664,4.41528005010519,18.054225228311296,10.680171828484943,9.361604235949207,2.119669806916977,3.7387383800370433,2.3195098023126848,3.9222148379548987,1.6306461193014803
0.0,21.18064605613719,15.037880687274331,5.274460260000528,11.277351071624896,11.094415279880653,2.538487990592743,0.7726033549217126,3.740117653802534,4.130926451745503,0.792011665887519
0.0,12.254265708538245,9.587166845935652,7.956587711034844,8.834951870977331,10.865467542989586,3.5221539834691993,2.150461946056537,2.5300943781916585,3.002374086287228,3.6510082418792336
0.0,14.43998282997037,10.872839962435247,5.966786809026172,12.549390186249516,9.554754846995268,3.2428433864842705,1.6691022390729586,3.687006085224216,3.2809833567986177,3.758830508623336
0.0,13.552853079844096,2.098696219471905,10.353045679664476,13.89206755088495,8.22245850314487,1.724249831014843,2.386022370327458,1.3113373372713175,3.095155247681754,2.737604741534036
0.0,8.097861353945934,8.559852503611028,20.286289970002983,1.4273921342907114,7.949398423814924,3.4984558462448754,1.2602117224511795,0.8644348802005225,0.4575903365566648,0.7092066764210274
0.0,15.18881144153364,11.78979957780614,8.359112391481691,8.888620363215937,7.83496820346326,2.085146349159764,2.107669986603157,3.836442045814859,3.9688337712237054,1.89765257085255
0.0,8.137943400747547,15.077840493339947,13.408777804874648,19.08162211954873,13.024909609764725,3.0704764458685587,2.6883870358064232,0.769798768073824,0.8717986398443678,1.528191299399398
0.0,16.479788193085607,6.5544610382108495,3.6061412099237895,7.92473509941366,12.40907445737867,3.7144138078128717,3.063187506682097,1.2540667511626726,3.335193157677973,1.538322428153705
0.0,7.929320727930101,11.626814255361346,18.20974008417595,15.354027343005715,6.565055725177049,3.0695376649821613,1.4794190977041073,3.8896713574543678,3.788597224591923,1.7765986888835557
0.0,15.19195931190656,3.37923192539382,3.929521470651257,10.758504221107305,10.023690681270136,2.6257061458331408,1.3928830625892294,1.2497561044518188,2.915750894538229,0.7250182966155956
0.0,19.112177949896175,3.103374272862193,12.39335860862182,20.25558612568252,7.662167847349161,4.023012063183778,2.0718884795794814,1.1708520287791093,3.544413874317481,2.328003306832502
0.0,16.42369742313672,5.33760273166088,7.2678266721572164,15.55711043830869,10.210095738374488,2.678618381077782,2.3206723522922235,0.674699040306756,2.5695375198933994,2.929793017542319
0.0,10.596195724738863,8.109670578928768,10.025119408337778,14.156620204893548,13.064538704096945,1.6460500182830797,4.229187141162069,2.2248986614807023,3.6418201513481128,2.155062654888714
1.0,18.261672213616663,10.379809069842624,12.035292235701233,11.453257446252133,5.694311121206934,3.9615498197999526,1.2592633898800945,4.339708395519147,3.871097088702168,2.8402669100516142
1.0,15.202995176306123,12.83210235984635,13.434188752968733,16.350371648625597,7.695595782326891,3.6937239260318275,1.5517274805003562,2.26283474253975,2.839933922126011,2.6887214860418296
1.0,9.916614483750196,11.885184083807053,12.489468298644416,7.932387997490298,5.673491349440015,2.2040631291621393,3.0166709544772776,0.8874073286125861,2.040734363228879,1.388740848474113
1.0,20.446224208995673,15.25916179100806,11.761552978381292,12.385088439709248,6.573355326727817,2.0058124276076845,1.2773717839376433,1.9303577668245562,3.589441222089014,2.25756848670273
1.0,8.04966905373045,9.00317209740606,16.95980112162535,11.315856141505018,9.330563999478745,2.2355961632175236,4.094161159694561,2.8558320453020802,3.786283451516917,1.4950674620592588
1.0,10.263345877660562,9.852564880373231,5.237077598541768,16.571673921825415,17.015317197865883,2.7839776641124105,1.3146764174951304,2.6306544987525817,3.5243391853267654,0.3051844335248734
1.0,16.79315328281141,2.9016149278932453,10.11396139868646,17.37477817495826,13.768352447157497,3.5492189882259466,3.0439983013335348,1.3478028822568389,3.013272930836542,1.085772210716682
1.0,16.017187083932154,5.4541183031764096,15.540498258371949,12.803580447493548,15.513489766337507,2.491478229622634,3.4923936555042023,1.0614683325402896,2.6191531777544608,1.0084352265232885
1.0,17.274820360646313,3.526185648742758,12.013842145286679,12.044038196742312,15.663725858509464,1.7534566771454816,2.3773871311867207,2.753733716395405,2.6652175137600973,2.5239117670943725
1.0,7.576100456440615,3.3643998572896345,11.447663552973356,13.413688483556879,2.7107245423305337,1.4138911795137596,1.3081570521328236,1.984731274250953,3.1261964924584413,2.1367296153989224
