0,1,2,3,4,5,6,7,8,9
6.79682461115823,10.359134037249587,14.629024593622416,16.378436608886418,20.89007297755848,3.462309426091357,4.169890556372828,1.6494120152640015,4.411636368672059,1.4903818863585114
8.195753950328832,10.953725558212994,15.118835595960626,17.35600859647267,19.653419475108173,2.343845403919539,3.328179037296132,2.1371730005120435,2.197410878635502,2.855692470451078
7.078105388247561,9.513985047979551,13.177465837349054,16.606856614777886,20.40060761895523,2.33587965973199,1.7027239105935148,3.329390777428831,3.6937510041773423,2.379522942127303
2.142137762896054,5.9031560804458305,9.250736123532883,11.177854558433046,21.576128650570663,1.8123436524953298,3.247580043087054,1.8271184349001626,2.5968631560710804,2.223871349429338
3.549451954463141,6.724851110105296,10.044198042550034,14.305970668703726,20.34104320770634,1.017169238171006,3.21934693244474,3.0728129626144716,2.271040351097649,3.4589567922936624
7.34403954838418,11.944412300924068,15.32353423289753,19.59352751118537,22.49112387240332,1.9615782181770594,1.2699200228112897,1.329245645828097,2.79759636121795,1.507876127596679
7.872019272802859,11.578436689377389,13.231880284369849,15.451281733666667,17.930017556382303,3.6064174165745304,1.5534435949924594,2.1194014492968183,1.4943407090282133,2.8479019090706417
0.8707867482352655,8.316954114445794,14.521221944199212,18.301136740314,23.157285483459557,2.1639010846354436,3.2007126327603137,2.5559552132500447,4.437391238551544,0.642714516540444
5.300710807891113,7.483528491576156,10.040213605662553,13.1194537664267,14.160334794712961,2.082817683685044,2.4566851140863974,2.9792401607641485,0.9408810282862622,3.0054574630975437
0.9829377941551537,5.211210231462938,9.018314066888895,12.198527572800336,15.378620020926475,2.3977797045748406,3.7071038354259565,3.0802135059114413,3.0800924481261402,0.9821967706065577
5.325044277868796,9.605219000694929,11.906305030204704,14.11125649962497,18.087416543166277,4.180174722826133,2.201086029509776,2.104951469420267,3.8761600435413053,2.3962064820372895
6.237216156634234,9.809631104270315,12.62249542123027,12.96208264292055,15.078348376749204,3.4724149476360804,1.6068266474454524,0.33102462915737496,0.8771565730949521,3.334917316831065
11.347225874560047,14.833885906754753,17.98170393638254,19.55838232043766,22.12630143562323,3.386660032194706,3.047818029627785,1.4766783840551176,2.4679191151855693,1.8726985643767704
